                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                0.50115,                 0.2961,                0.94872,                0.90452,                  0.916,                  0.926,                0.62902,                 1.2257,                0.52167,                 1.7482,             0.00037385,             0.00037385,             0.00037385
                    145,                0.51827,                0.30026,                0.95534,                 0.9025,                0.90815,                0.93319,                0.61226,                 1.2623,                0.52477,                  1.739,             0.00037342,             0.00037342,             0.00037342
                    146,                0.50985,                 0.2938,                  0.941,                0.89359,                0.88079,                0.90458,                0.60761,                 1.2548,                0.52716,                 1.7434,             0.00037299,             0.00037299,             0.00037299
                    147,                0.49727,                0.28901,                0.93236,                0.87518,                0.92077,                0.92637,                0.62555,                 1.2265,                0.52524,                 1.7516,             0.00037256,             0.00037256,             0.00037256
                    148,                0.49689,                0.28789,                0.93963,                0.89867,                0.92555,                0.92658,                0.60863,                 1.2486,                0.52094,                 1.7774,             0.00037213,             0.00037213,             0.00037213
                    149,                0.50807,                 0.2894,                0.94902,                0.89314,                0.91801,                0.92703,                0.61959,                 1.2309,                0.50546,                 1.7539,             0.00037169,             0.00037169,             0.00037169
                    150,                0.51338,                0.29907,                0.94302,                0.89594,                0.92183,                0.91944,                0.61862,                 1.2108,                0.52338,                 1.6758,             0.00037126,             0.00037126,             0.00037126
                    151,                0.49425,                0.28838,                0.93698,                0.90891,                0.92501,                0.92889,                0.63098,                 1.2484,                0.54861,                 1.7311,             0.00037083,             0.00037083,             0.00037083
                    152,                0.50362,                0.29423,                0.94176,                0.88751,                0.92942,                 0.9325,                0.63622,                 1.2301,                0.55409,                 1.7293,              0.0003704,              0.0003704,              0.0003704
                    153,                0.48964,                0.28484,                0.93561,                0.91097,                0.92817,                0.93778,                 0.6438,                 1.1845,                0.53966,                  1.707,             0.00036997,             0.00036997,             0.00036997
                    154,                0.51228,                0.30167,                0.94676,                0.89542,                 0.9241,                0.93103,                0.62898,                 1.2222,                0.51447,                 1.6931,             0.00036954,             0.00036954,             0.00036954
                    155,                0.49502,                0.28958,                0.94092,                0.89566,                0.92108,                0.93982,                0.63421,                 1.2388,                0.51905,                  1.712,             0.00036911,             0.00036911,             0.00036911
                    156,                 0.4867,                0.28811,                0.92512,                0.87847,                0.92654,                0.93737,                0.64434,                 1.2264,                0.51361,                 1.7434,             0.00036868,             0.00036868,             0.00036868
                    157,                0.49067,                0.28842,                0.93751,                0.91469,                0.91092,                0.94025,                0.63577,                  1.212,                0.52143,                 1.7341,             0.00036825,             0.00036825,             0.00036825
                    158,                 0.4868,                0.28685,                 0.9322,                0.90846,                0.92521,                0.94705,                0.65041,                 1.1955,                0.51032,                 1.7051,             0.00036782,             0.00036782,             0.00036782
                    159,                0.47992,                0.28309,                0.92386,                0.90587,                0.90896,                0.92845,                0.63429,                 1.1927,                0.53946,                 1.7093,             0.00036739,             0.00036739,             0.00036739
                    160,                0.49311,                0.28663,                0.93972,                0.90361,                0.91775,                0.93288,                0.62995,                 1.2343,                0.53519,                 1.7398,             0.00036696,             0.00036696,             0.00036696
                    161,                0.49214,                0.28616,                0.92821,                 0.9167,                0.92352,                 0.9413,                0.63538,                 1.2442,                0.52716,                 1.7678,             0.00036653,             0.00036653,             0.00036653
                    162,                0.48128,                0.27981,                0.92937,                0.93348,                0.89635,                0.93549,                0.62808,                 1.2434,                0.52385,                 1.7712,              0.0003661,              0.0003661,              0.0003661
                    163,                0.48949,                0.28334,                0.93857,                0.92479,                0.88809,                0.93289,                0.62635,                 1.2587,                0.55838,                 1.8111,             0.00036567,             0.00036567,             0.00036567
                    164,                 0.4786,                0.27938,                0.93224,                0.90249,                0.90723,                0.92092,                0.61031,                 1.2604,                0.54123,                 1.8252,             0.00036523,             0.00036523,             0.00036523
                    165,                 0.4805,                0.28259,                0.94094,                0.88807,                0.91272,                0.91755,                0.61213,                 1.2681,                0.54663,                 1.8418,              0.0003648,              0.0003648,              0.0003648
                    166,                0.48198,                 0.2848,                0.93596,                0.88439,                0.91737,                 0.9229,                0.61544,                 1.2628,                0.54633,                 1.8369,             0.00036437,             0.00036437,             0.00036437
                    167,                0.47802,                0.28251,                0.92808,                0.88949,                0.91524,                0.92578,                0.62465,                 1.2474,                0.53911,                 1.8191,             0.00036394,             0.00036394,             0.00036394
                    168,                0.46865,                0.27477,                0.92569,                0.90108,                0.88989,                0.92889,                0.62803,                 1.2404,                0.53673,                 1.8195,             0.00036351,             0.00036351,             0.00036351
                    169,                0.46154,                0.27165,                0.92547,                0.90339,                0.90026,                0.93696,                0.63758,                 1.2327,                0.51278,                 1.7735,             0.00036308,             0.00036308,             0.00036308
                    170,                0.46171,                0.27826,                0.92511,                 0.9034,                0.89775,                0.93311,                0.63316,                 1.2434,                0.54555,                 1.7838,             0.00036265,             0.00036265,             0.00036265
                    171,                  0.462,                0.27524,                0.92747,                0.89857,                0.90802,                0.92771,                0.63783,                 1.2352,                0.52407,                 1.8173,             0.00036222,             0.00036222,             0.00036222
                    172,                 0.4793,                0.28127,                0.92592,                0.89029,                0.91232,                0.91941,                0.61448,                 1.2461,                0.53956,                 1.8292,             0.00036179,             0.00036179,             0.00036179
                    173,                 0.4653,                0.27545,                 0.9216,                0.90784,                0.91271,                0.93501,                0.63089,                  1.246,                0.52347,                  1.803,             0.00036136,             0.00036136,             0.00036136
                    174,                0.45281,                0.27065,                0.91413,                0.90955,                 0.9356,                  0.935,                0.63196,                 1.2473,                 0.5098,                 1.7983,             0.00036093,             0.00036093,             0.00036093
                    175,                0.46808,                 0.2754,                0.93242,                0.90666,                0.92063,                0.93569,                0.62449,                 1.2157,                0.52152,                 1.7648,              0.0003605,              0.0003605,              0.0003605
                    176,                0.46013,                 0.2715,                0.92304,                0.89996,                0.92016,                0.92756,                0.61769,                 1.2248,                0.51447,                  1.784,             0.00036007,             0.00036007,             0.00036007
                    177,                  0.463,                0.27443,                0.92451,                 0.9066,                0.91021,                0.93081,                0.63395,                 1.2027,                0.51768,                 1.7693,             0.00035964,             0.00035964,             0.00035964
                    178,                0.46369,                 0.2706,                0.92945,                0.92535,                0.90028,                0.93556,                0.63711,                 1.2311,                0.52917,                 1.7542,             0.00035921,             0.00035921,             0.00035921
                    179,                0.46579,                0.27455,                 0.9239,                0.89295,                0.88969,                0.91984,                0.63985,                 1.2428,                0.53364,                 1.7502,             0.00035877,             0.00035877,             0.00035877
                    180,                   0.46,                0.27851,                0.91866,                0.88212,                0.90324,                0.92552,                0.62637,                 1.2513,                0.53833,                 1.7936,             0.00035834,             0.00035834,             0.00035834
                    181,                0.45001,                0.26952,                0.91379,                0.89188,                0.90859,                0.92113,                0.62006,                 1.2467,                0.54571,                 1.8016,             0.00035791,             0.00035791,             0.00035791
                    182,                 0.4471,                0.26625,                0.91165,                0.89452,                0.90163,                0.91992,                0.61822,                 1.2635,                0.54928,                  1.797,             0.00035748,             0.00035748,             0.00035748
                    183,                0.46242,                 0.2763,                0.91754,                0.89391,                0.93142,                0.91986,                0.62837,                 1.2567,                0.53264,                 1.8171,             0.00035705,             0.00035705,             0.00035705
                    184,                0.44778,                0.26612,                0.91068,                 0.8816,                0.90095,                0.91396,                0.62229,                 1.2404,                0.51706,                 1.7877,             0.00035662,             0.00035662,             0.00035662
                    185,                0.46003,                0.27033,                0.92101,                0.90275,                0.88536,                0.92485,                0.62202,                 1.2456,                 0.5155,                 1.8069,             0.00035619,             0.00035619,             0.00035619
                    186,                 0.4498,                0.26822,                0.91724,                0.90835,                0.90555,                0.92953,                0.62233,                  1.264,                 0.5121,                 1.8654,             0.00035576,             0.00035576,             0.00035576
                    187,                 0.4429,                0.26505,                0.90809,                0.90893,                0.91905,                0.93483,                0.62596,                  1.266,                0.53294,                 1.8763,             0.00035533,             0.00035533,             0.00035533
                    188,                0.45036,                0.26787,                0.91682,                0.92309,                0.90938,                 0.9337,                0.62792,                 1.2407,                 0.5219,                 1.8392,              0.0003549,              0.0003549,              0.0003549
                    189,                 0.4424,                0.26445,                 0.9034,                 0.9089,                0.92534,                 0.9314,                0.62893,                 1.2119,                0.51293,                 1.7805,             0.00035447,             0.00035447,             0.00035447
                    190,                0.45191,                0.26668,                0.91803,                0.91697,                 0.9014,                0.92497,                0.62334,                 1.2155,                0.53133,                 1.8041,             0.00035404,             0.00035404,             0.00035404
                    191,                0.45458,                0.26442,                0.92443,                0.90759,                 0.9124,                0.93594,                0.61808,                  1.248,                0.55372,                 1.8403,             0.00035361,             0.00035361,             0.00035361
                    192,                0.44875,                 0.2693,                0.91949,                0.89168,                0.89711,                0.92739,                0.60598,                  1.227,                0.52741,                 1.8224,             0.00035318,             0.00035318,             0.00035318
                    193,                0.45402,                0.26957,                0.91126,                0.86105,                0.94218,                0.93174,                0.61052,                 1.2219,                 0.5264,                 1.8397,             0.00035275,             0.00035275,             0.00035275
                    194,                0.45822,                0.27581,                0.92112,                0.89438,                0.93689,                0.93151,                0.61773,                 1.2316,                0.53379,                 1.8062,             0.00035232,             0.00035232,             0.00035232
                    195,                0.45272,                0.26869,                0.92208,                0.89516,                0.93992,                0.93085,                0.63254,                 1.2426,                0.52975,                 1.7973,             0.00035188,             0.00035188,             0.00035188
                    196,                0.44113,                0.26166,                0.89955,                0.90285,                0.92159,                0.93619,                0.62483,                 1.2354,                0.53106,                 1.7992,             0.00035145,             0.00035145,             0.00035145
                    197,                0.43535,                0.25623,                 0.9063,                0.88459,                0.91548,                0.91245,                0.62701,                 1.2072,                 0.5283,                 1.7684,             0.00035102,             0.00035102,             0.00035102
                    198,                0.44599,                0.26685,                0.91203,                0.87612,                0.93977,                0.92548,                0.63177,                 1.2095,                 0.5104,                 1.7544,             0.00035059,             0.00035059,             0.00035059
                    199,                0.44492,                0.26669,                 0.9103,                0.91407,                0.93271,                0.93591,                0.62665,                 1.2291,                0.52038,                 1.7994,             0.00035016,             0.00035016,             0.00035016
                    200,                0.43229,                0.26059,                0.90619,                0.91057,                0.92963,                0.93143,                0.63802,                 1.2261,                0.52767,                 1.8098,             0.00034973,             0.00034973,             0.00034973
                    201,                0.42909,                0.25999,                0.90067,                0.90953,                0.91363,                0.93795,                0.63631,                 1.2546,                0.54141,                  1.863,              0.0003493,              0.0003493,              0.0003493
                    202,                0.44865,                0.27008,                0.91794,                0.91136,                0.91077,                0.93404,                 0.6272,                 1.2422,                0.53686,                 1.8235,             0.00034887,             0.00034887,             0.00034887
                    203,                0.44081,                0.26405,                0.90597,                0.92067,                 0.8909,                 0.9176,                0.62114,                 1.2299,                 0.5135,                 1.7907,             0.00034844,             0.00034844,             0.00034844
                    204,                0.43518,                0.26129,                0.91373,                 0.8902,                0.91556,                0.91812,                0.60884,                 1.2268,                0.52889,                 1.7759,             0.00034801,             0.00034801,             0.00034801
                    205,                0.42989,                0.25567,                0.90727,                0.89562,                0.91629,                0.92117,                0.61933,                 1.2188,                0.52321,                 1.8076,             0.00034758,             0.00034758,             0.00034758
                    206,                0.43121,                0.25771,                0.90197,                0.85852,                0.87741,                 0.8877,                0.58716,                 1.2435,                0.53343,                 1.8165,             0.00034715,             0.00034715,             0.00034715
                    207,                0.43152,                0.25819,                0.90203,                0.87221,                0.91795,                0.90958,                0.61034,                 1.2297,                0.53818,                 1.7911,             0.00034672,             0.00034672,             0.00034672
                    208,                0.43208,                 0.2601,                0.89644,                0.89429,                0.88525,                0.91772,                0.62832,                 1.2163,                0.53342,                  1.746,             0.00034629,             0.00034629,             0.00034629
                    209,                0.43591,                0.26252,                0.90716,                 0.8783,                0.91651,                0.91828,                0.62275,                 1.2269,                0.53548,                 1.7707,             0.00034586,             0.00034586,             0.00034586
                    210,                0.43525,                0.26201,                0.90538,                0.87303,                0.91184,                0.91531,                 0.6147,                 1.2337,                0.52949,                 1.7816,             0.00034542,             0.00034542,             0.00034542
                    211,                0.43151,                0.26084,                0.90804,                 0.8782,                0.89754,                0.93713,                0.61212,                 1.2185,                0.52722,                 1.7955,             0.00034499,             0.00034499,             0.00034499
                    212,                0.42664,                0.25795,                0.89687,                0.91785,                0.89631,                0.93236,                0.63069,                 1.2172,                0.52682,                 1.7907,             0.00034456,             0.00034456,             0.00034456
                    213,                0.42305,                0.25759,                0.89554,                0.91047,                 0.8789,                0.92204,                0.63072,                 1.2263,                0.53257,                 1.7841,             0.00034413,             0.00034413,             0.00034413
                    214,                0.41825,                 0.2504,                0.90212,                0.90365,                 0.8852,                0.92314,                0.62324,                 1.2045,                0.52515,                 1.7879,              0.0003437,              0.0003437,              0.0003437
                    215,                0.41422,                0.24998,                0.89818,                0.89161,                0.89162,                0.92351,                0.62276,                  1.219,                0.53023,                 1.8283,             0.00034327,             0.00034327,             0.00034327
                    216,                0.41044,                0.24926,                0.89394,                0.87706,                0.91365,                0.92441,                0.63795,                 1.2046,                0.52298,                 1.8108,             0.00034284,             0.00034284,             0.00034284
                    217,                0.40857,                0.24697,                0.88606,                0.88297,                0.89911,                0.92107,                0.63784,                 1.2152,                0.52849,                 1.8375,             0.00034241,             0.00034241,             0.00034241
                    218,                0.41478,                0.24997,                0.89934,                0.89666,                0.92871,                0.92122,                0.62913,                  1.221,                0.54584,                 1.8345,             0.00034198,             0.00034198,             0.00034198
                    219,                 0.4076,                0.24806,                0.89415,                0.90025,                0.92433,                0.92492,                0.63056,                 1.2249,                0.59457,                 1.8372,             0.00034155,             0.00034155,             0.00034155
                    220,                0.42269,                0.25672,                0.89875,                0.90796,                0.89241,                 0.9187,                0.63105,                  1.217,                0.59438,                 1.8401,             0.00034112,             0.00034112,             0.00034112
                    221,                0.41209,                 0.2542,                0.89709,                0.89153,                0.89961,                0.92328,                0.62298,                 1.2415,                0.56413,                 1.8552,             0.00034069,             0.00034069,             0.00034069
                    222,                 0.4189,                0.25915,                0.89406,                0.90043,                0.89001,                0.92722,                0.62243,                 1.2631,                0.58176,                 1.8617,             0.00034026,             0.00034026,             0.00034026
                    223,                0.42032,                0.25453,                0.90682,                0.90374,                0.92624,                0.93046,                 0.6238,                 1.2436,                0.53896,                 1.8416,             0.00033983,             0.00033983,             0.00033983
                    224,                0.41507,                0.24916,                0.89409,                0.88019,                0.93203,                0.92323,                0.62607,                 1.2311,                0.53348,                  1.817,              0.0003394,              0.0003394,              0.0003394
                    225,                0.42065,                0.25268,                0.90782,                0.87967,                0.93023,                0.91785,                0.61269,                 1.2266,                0.52876,                 1.8032,             0.00033897,             0.00033897,             0.00033897
                    226,                0.43308,                0.26039,                0.90818,                 0.8981,                0.91529,                0.91876,                0.61334,                  1.223,                 0.5429,                 1.8133,             0.00033853,             0.00033853,             0.00033853
                    227,                0.41689,                 0.2569,                0.89732,                0.86704,                 0.9301,                0.91773,                0.61378,                 1.2087,                0.55255,                 1.8307,              0.0003381,              0.0003381,              0.0003381
                    228,                0.42015,                0.25504,                0.90113,                0.87235,                0.91373,                0.92037,                0.61243,                 1.2419,                0.56507,                 1.8578,             0.00033767,             0.00033767,             0.00033767
                    229,                0.41881,                0.24987,                0.90081,                0.90873,                0.89288,                0.92123,                0.62101,                 1.2214,                0.55475,                 1.8397,             0.00033724,             0.00033724,             0.00033724
                    230,                0.42492,                0.25683,                0.89971,                0.87578,                0.93293,                0.93079,                0.62645,                 1.2259,                0.54682,                 1.8093,             0.00033681,             0.00033681,             0.00033681
                    231,                0.41723,                0.25408,                0.89903,                0.90802,                0.91319,                0.92357,                0.62449,                  1.217,                0.54341,                  1.836,             0.00033638,             0.00033638,             0.00033638
                    232,                 0.4028,                 0.2518,                0.88712,                0.90076,                0.92563,                0.93901,                0.63438,                 1.2429,                0.52818,                 1.8667,             0.00033595,             0.00033595,             0.00033595
                    233,                0.39829,                0.24106,                0.88666,                0.92245,                 0.9203,                0.94224,                0.62889,                 1.2554,                0.51884,                 1.8656,             0.00033552,             0.00033552,             0.00033552
                    234,                0.40021,                0.24667,                0.89061,                0.88824,                 0.9058,                0.91422,                0.61377,                 1.2402,                0.52379,                 1.8294,             0.00033509,             0.00033509,             0.00033509
                    235,                0.39929,                0.24553,                0.88275,                0.87788,                0.92616,                0.91919,                0.61238,                 1.2307,                0.51249,                 1.8519,             0.00033466,             0.00033466,             0.00033466
                    236,                0.41117,                0.24989,                0.90035,                0.89778,                0.90186,                0.92298,                0.61304,                 1.2206,                 0.5168,                 1.8548,             0.00033423,             0.00033423,             0.00033423
                    237,                0.41133,                0.24975,                0.90025,                0.89051,                0.91755,                0.92713,                0.62142,                   1.22,                0.52416,                 1.8287,              0.0003338,              0.0003338,              0.0003338
                    238,                0.39908,                 0.2464,                0.88208,                 0.9046,                0.89881,                 0.9106,                0.61771,                 1.2015,                0.51932,                 1.8022,             0.00033337,             0.00033337,             0.00033337
                    239,                0.39558,                0.24474,                0.88967,                0.89305,                0.90234,                0.91665,                0.62169,                 1.2118,                0.53723,                 1.7972,             0.00033294,             0.00033294,             0.00033294
                    240,                0.39769,                0.24359,                 0.8946,                0.91631,                0.91385,                0.93217,                 0.6265,                 1.2328,                0.52097,                 1.8323,             0.00033251,             0.00033251,             0.00033251
                    241,                0.39899,                 0.2407,                0.88355,                0.91869,                 0.9192,                0.93514,                0.63017,                 1.2379,                0.52183,                  1.848,             0.00033207,             0.00033207,             0.00033207
                    242,                0.40677,                0.24755,                0.89247,                0.88253,                0.90616,                 0.9162,                 0.6181,                 1.2404,                0.52725,                 1.8158,             0.00033164,             0.00033164,             0.00033164
                    243,                0.40815,                0.24701,                0.88486,                0.90209,                0.90644,                0.93695,                0.61801,                 1.2593,                0.51431,                 1.8219,             0.00033121,             0.00033121,             0.00033121
                    244,                0.41369,                0.24958,                 0.8937,                0.92278,                0.92073,                0.92585,                 0.6257,                 1.2659,                0.51072,                  1.819,             0.00033078,             0.00033078,             0.00033078
                    245,                0.40008,                0.24653,                0.88781,                0.93109,                0.92583,                0.94389,                0.63814,                  1.236,                0.48868,                 1.8315,             0.00033035,             0.00033035,             0.00033035
                    246,                0.40083,                0.24529,                0.89058,                0.91352,                0.92577,                0.93819,                0.63351,                  1.223,                0.50521,                 1.8227,             0.00032992,             0.00032992,             0.00032992
                    247,                0.39852,                0.24896,                0.88411,                0.91178,                0.93113,                0.93886,                0.64085,                 1.2187,                0.51927,                 1.8269,             0.00032949,             0.00032949,             0.00032949
                    248,                0.39096,                 0.2412,                0.88835,                0.92529,                0.91246,                0.93503,                 0.6307,                  1.221,                0.50014,                 1.8433,             0.00032906,             0.00032906,             0.00032906
                    249,                0.38291,                0.23897,                0.88212,                0.92114,                0.91383,                0.94123,                0.62829,                 1.2261,                0.51599,                 1.8456,             0.00032863,             0.00032863,             0.00032863
                    250,                0.39428,                0.24348,                0.89112,                0.91527,                0.91772,                0.93481,                0.62711,                 1.2351,                0.51582,                 1.8385,              0.0003282,              0.0003282,              0.0003282
                    251,                0.39455,                0.24323,                0.88691,                0.91983,                 0.9059,                0.93297,                0.62909,                 1.2543,                0.52516,                 1.8463,             0.00032777,             0.00032777,             0.00032777
                    252,                0.40076,                 0.2455,                 0.8939,                0.91217,                0.92028,                0.93212,                0.63323,                 1.2098,                0.53385,                 1.8246,             0.00032734,             0.00032734,             0.00032734
                    253,                0.38941,                0.23998,                0.88551,                0.92814,                0.90951,                0.93293,                0.62644,                 1.2178,                0.53637,                  1.844,             0.00032691,             0.00032691,             0.00032691
                    254,                0.39779,                0.24025,                0.88697,                0.91706,                0.91331,                0.94107,                0.63959,                  1.217,                  0.524,                 1.8366,             0.00032648,             0.00032648,             0.00032648
                    255,                0.39677,                 0.2471,                0.88983,                0.91607,                0.90581,                0.95097,                0.64632,                 1.2156,                0.51358,                  1.838,             0.00032605,             0.00032605,             0.00032605
                    256,                0.37657,                0.23673,                0.88587,                0.90598,                0.91753,                0.94134,                0.63667,                 1.2302,                0.52616,                 1.8435,             0.00032561,             0.00032561,             0.00032561
                    257,                0.38895,                0.24174,                0.88803,                 0.9091,                0.90383,                0.93826,                0.63325,                 1.2418,                0.52586,                 1.8679,             0.00032518,             0.00032518,             0.00032518
                    258,                0.39208,                0.23999,                0.87759,                0.90018,                0.91708,                0.93195,                0.63206,                 1.2492,                0.51308,                 1.8708,             0.00032475,             0.00032475,             0.00032475
